OrderID,Date,Customer,Product,Category,Quantity,Price
1860,2023-02-08,Priya Singh,Smartphone,Electronics,5,15999
1861,2023-04-03,Priya Singh,Headphones,Electronics,3,1299
1862,2023-10-05,Anjali Chauhan,Laptop,Electronics,4,45999
1864,2023-10-12,Amit Sharma,Mouse,Electronics,1,499
1865,2023-10-16,Rahul Mehta,Headphones,Electronics,3,1299
1867,2023-07-13,Rohit Gupta,Headphones,Electronics,2,1299
1871,2023-06-11,Rohit Gupta,Smartphone,Electronics,2,15999
1873,2023-09-15,Rahul Mehta,Smartphone,Electronics,3,15999
1874,2023-05-22,Anjali Chauhan,Mouse,Electronics,1,499
1875,2023-11-05,Priya Singh,Headphones,Electronics,4,1299
1878,2023-11-18,Rahul Mehta,Headphones,Electronics,5,1299
1879,2023-05-14,Amit Sharma,Mouse,Electronics,2,499
1881,2023-05-13,Rahul Mehta,Laptop,Electronics,1,45999
1882,2023-02-15,Rahul Mehta,Headphones,Electronics,5,1299
1883,2023-07-06,Neha Verma,Laptop,Electronics,2,45999
1885,2023-07-19,Rahul Mehta,Printer,Electronics,2,8999
1887,2023-11-24,Amit Sharma,Headphones,Electronics,3,1299
1888,2023-10-22,Neha Verma,Laptop,Electronics,4,45999
1890,2023-04-15,Neha Verma,Smartphone,Electronics,3,15999
1891,2023-09-30,Rohit Gupta,Laptop,Electronics,3,45999
1892,2023-09-26,Rohit Gupta,Smartphone,Electronics,1,15999
1893,2023-03-22,Neha Verma,Mouse,Electronics,4,499
1895,2023-11-04,Rohit Gupta,Mouse,Electronics,4,499
1896,2023-10-19,Rahul Mehta,Headphones,Electronics,4,1299
1897,2023-05-01,Anjali Chauhan,Mouse,Electronics,4,499
1898,2023-01-03,Rahul Mehta,Headphones,Electronics,4,1299
1900,2023-02-27,Amit Sharma,Printer,Electronics,2,8999
1901,2023-04-09,Anjali Chauhan,Printer,Electronics,4,8999
1902,2023-10-19,Priya Singh,Laptop,Electronics,3,45999
1903,2023-11-04,Neha Verma,Smartphone,Electronics,3,15999
1904,2023-08-13,Priya Singh,Headphones,Electronics,2,1299
1906,2023-06-26,Anjali Chauhan,Printer,Electronics,5,8999
1910,2023-05-23,Neha Verma,Printer,Electronics,5,8999
1912,2023-02-22,Amit Sharma,Smartphone,Electronics,5,15999
1914,2023-09-01,Rahul Mehta,Laptop,Electronics,5,45999
1916,2023-04-24,Anjali Chauhan,Mouse,Electronics,2,499
1918,2023-12-27,Rohit Gupta,Headphones,Electronics,2,1299
1922,2023-10-26,Rohit Gupta,Mouse,Electronics,4,499
1923,2023-11-13,Neha Verma,Laptop,Electronics,4,45999
1924,2023-07-15,Anjali Chauhan,Printer,Electronics,5,8999
1931,2023-07-07,Rohit Gupta,Mouse,Electronics,3,499
1932,2023-05-09,Priya Singh,Mouse,Electronics,4,499
1936,2023-10-11,Rohit Gupta,Printer,Electronics,5,8999
1937,2023-10-15,Anjali Chauhan,Smartphone,Electronics,3,15999
1939,2023-09-23,Rahul Mehta,Mouse,Electronics,4,499
1940,2023-12-14,Rahul Mehta,Printer,Electronics,5,8999
1941,2023-09-13,Priya Singh,Mouse,Electronics,2,499
1944,2023-07-12,Priya Singh,Smartphone,Electronics,5,15999
1949,2023-09-06,Anjali Chauhan,Laptop,Electronics,5,45999
1950,2023-09-22,Neha Verma,Laptop,Electronics,2,45999
1955,2023-02-22,Neha Verma,Headphones,Electronics,3,1299
1957,2023-10-29,Rahul Mehta,Headphones,Electronics,5,1299
1960,2023-08-09,Amit Sharma,Smartphone,Electronics,3,15999
1961,2023-05-05,Anjali Chauhan,Headphones,Electronics,3,1299
1962,2023-04-21,Priya Singh,Headphones,Electronics,4,1299
1965,2023-07-27,Rohit Gupta,Mouse,Electronics,4,499
1966,2023-03-27,Amit Sharma,Headphones,Electronics,2,1299
1967,2023-01-08,Rahul Mehta,Headphones,Electronics,2,1299
1968,2023-03-18,Amit Sharma,Headphones,Electronics,2,1299
1969,2023-01-24,Amit Sharma,Printer,Electronics,1,8999
1972,2023-10-08,Rahul Mehta,Smartphone,Electronics,5,15999
1975,2023-12-30,Neha Verma,Headphones,Electronics,2,1299
1977,2023-06-12,Amit Sharma,Headphones,Electronics,4,1299
1978,2023-12-27,Anjali Chauhan,Headphones,Electronics,5,1299
1980,2023-10-24,Amit Sharma,Mouse,Electronics,5,499
1981,2023-05-23,Amit Sharma,Mouse,Electronics,5,499
1984,2023-09-30,Anjali Chauhan,Laptop,Electronics,2,45999
1985,2023-07-05,Neha Verma,Printer,Electronics,4,8999
1989,2023-05-26,Rahul Mehta,Printer,Electronics,1,8999
1990,2023-10-29,Rahul Mehta,Printer,Electronics,4,8999
1992,2023-03-23,Rohit Gupta,Mouse,Electronics,3,499
1993,2023-08-14,Anjali Chauhan,Smartphone,Electronics,5,15999
1994,2023-09-12,Rahul Mehta,Laptop,Electronics,5,45999
1998,2023-10-01,Rahul Mehta,Headphones,Electronics,2,1299
2000,2023-08-31,Rohit Gupta,Laptop,Electronics,4,45999
